subject,object,predicates
pedestrian,underpass,"['get', 'use', 'testing', 'crossing', 'keeps', 'have', 'replaced', 'used', 'run', 'flood', '’s', 'love', 'replacing', 'noticed', 'working', 'is', 'join', 'try', 'install', 'correct', 'want', 'go', 'doing', 'build', 'decorated', 'flooded', 'allowed', 'accompanied', 'construct', 'killed', 'spotted', 'cross', 'opening', 'settle', 'wait', 'feel', 'sh', 'access', 'filling', 'living', 'repairing', 'found', 'come', 'inspired', 'been', 'gaining', 'broken', 'happened', 'think', 'limboed', 'study', 'slipping', 'taken', 'blocked', 'ends', 'set', 'using', 'take', 'ask', 'was', 'served', 'ban', 'continue', 'manchester', 'waiting', 'reduce', 'removes', 'see', 'remaining', 'getting', 'turning', 'read', 'are', 'combined', 'do', 'skip', 'ignoring', 'point', 'took', 'sickening', 'passes', 'notice', 'live', 'kept', 'help', 'walking', 'make', 'allowing']"
pedestrian,neighborhoods,"['are', 'walk', 'occur', 'command', 'finds', 'speaking', 'give', 'done', 'connect', 'create', 'getting', 'elicit', 'make', 'hint', 'improved', 'is', 'making', 'have', 'walks', 'addressed', 'need', 'connects', 'reports', 'drive', 'connecting', 'address', 'was', 'build', 'walking', 'aren', 'happening', 'occurred', 'filmed', 'addressing', 'traveling', 'become', 'starting', 'run', 'distracted', 'supporting', 'narrow', 'killed', 'vote', 'choose', 'approved', 'shift', 'defines', 'be', 'link', 'recommends', 'being', 'left', 'refreshed', 'live', 'go', 'stops', 'happened', 'included', 'unveils', 'change', 'employ', 'dreaming', 'opens', 'were', 'like', 'going', 'feel', 'learn']"
pedestrian,junctions,"['activate', 'collapses', 'discussed', 'be', 'laid', 'work', 'beeping', 'controlled', 'is', 'drop', 'painted', 'hope', 'ignores', 'streamline', 'cross', 'prosecuted', 'cluster', 'walking', 'go', 'referring', 'crossing', 'hit', 'change', 'stopping', 'allow', 'make', 'makes', 'spending', 'scrambles', 'accommodate', 'became', 'asked', 'speed', 'encourages', 'staggered', 'thank', 'giving', 'get', 'trampled', 'are', 'started', 'organize', 'bound', 're', 'solves', 'isn', '’s', 'were']"
car,overpass,['injuring']
pedestrian,tram,"['knocked', 'overtake', 'dub', 'hit', 'help', 'staring', 'walk', 'using', 'did', 'sustained', 'cross', 'involving', 'was', 'remains', 'watching', 'is', 'saw', 'kills', 'clipped', 'passes', 'going', 'be', 'are', 'diverted', 'struck', 'lose', 'mandarory', 'sounding', 'killed', 'stop', 'smiles', 'think', 'heard', 'goes', 'optimised', 'suffers', 'following', 'collided', 'slammed', 'parked', 'cared', 'quoting', 'get', 'liked', 'moor', 'drops', 'urge', 'been', 'bypass', 'took', 'fell', 'bound', 'died', 'opens', 'walked', 'stepped', 'crushed', 'hailing', 'cut', 'dies', 'nicked', 'come', 'injured', 'misses', 'faceplants', 'avoid', 're', 'kee', 'hurt', 'cordons', 'kill', 'taken', 'head', 'operated', 'run', 'happened', 'broken', 'ring', 'hits', 'sticking', 'hanging', 'trolled', 'bounce', 'delaying', 'exiting', 'beat', 'abusing', 'put', 'ban', 'alert', 'packed', 'reports', 'watch', 'located', 'stops', 'stepping', 'trundles', 'appeal', 'unimpeded']"
pedestrian,passageway,"['serves', 'build', 'need', 'mean', 'concussed', 'celebrate', 'find', 'carry', 'was', 'go', 'turning', 'wi', 'building']"
parking,access,"['blocked', 'bing', 'asphalting', 'is', '’s', 'keeping', 'positioned', 'was', 'do', 'provide', 'blocking', 'impeding', 'obstructing', 'interfering', 'make', 'use', 'take', 'paving', 'limiting', 'kidding', 'taken', 'view', 'restricted']"
driver,stroller,"['ploughs', 'say', 'mowed', 'fleeing', 'beg', 'charged', 'appears']"
pedestrian,campus,"['hit', 'causing', 'remain', 'reported', 'improve', 'starting', 'sounds', 'got', 'be', 'installed', 'completed', 'died', 'run', 'call', 'waiting', 'stay', 'returns', 'walk', 'speed', 'injured', 'killed', 'collapses', 'is', 'struck', 'laid', 'expect', 'connect', 'dies', 'escaped', 'sharing', 'topples', 'hate', 'was', 'are', 'threatening', 'being', 'getting', 'proposed', 'arive', 'connecting', 'satisfying', 'filled', 'connects', 'holds', 'hurt', 'have', 'become', 'driving', 'slow', 'say', 'fired', 'following', 'built', 'expanding', 'improves', 'made', 'planned', 'get', 'affected', 'rip', 'established', 'put', 'walking', '’m', 'invest', 'pay', 'working', 'improved', 'damn', 'drive', 'terrified', 'go', 'existing', 'collapsed', 'davis', '’s', 'boosts', 'move', 'see', 'did', 'trapped', 'do', 'feel', 'including', 'am', 'shut', 'stop', 'welcome', 'watch', 'check', 'says', 'kill', 'grow', 'opened', 'talking', 'developed', 'suck', 'test', 'hidden', 'spans', 'make', 'been', 'end', 'written', 'coming', 'viewing', 'break']"
crosswalk,corridor,['cut']
lane,access,"['maintained', 'remains', 'check', 'turning', 'closed', 'call', 'improve', 'be']"
freeway,line,"['hit', 'killed']"
bike,campus,"['hit', 'make', 'is', 'watch', 'walking', 'walk', 'have', 'seems']"
road,crossing,"['required', 'works', 'made', 'commence', 'feel', 'stop', '’s', 'crossing', 'called', 'provide', 'claim', 'is', 'taken', 'changing', 'use', 'apply', 'going', 'looks', 'slows', 'are', 'running', 'give', 'hate', 'check', 'follow', 'fuck', 'have', 'moving', 'cross', 'does', 'causing', 'saw', 'killed', 'help', 'led', 'fractured', 'run', 'asked', 'chose']"
traffic,subway,"['opened', 'complain', 'walking', 'hear', 'be', 'serviced', 'walk', 'find']"
motorist,front,"['do', 'wanker']"
access,underpass,"['calling', 'provide', 'tag', 'improved']"
pedestrian,tunnel,"['built', 'causing', 'killed', 'keep', 'offers', 'is', 'energize', 'reopened', 'shut', 'walking', 'includes', 'been', 'lasts', 'have', 'found', 'enjoyed', 'enhance', 'learn', 'was', 'expect', 'struck', 'done', 'go', 'lined', 'southbound', 'herald', 'see', 'open', 'closed', 'sue', 'use', 'rebuilt', 'passing', 'said', 'making', 'build', 'linking', 'follow', 'queuing', 'took', 'ends', 'expanded', 'blocked', 'treat', 'remain', 'reopen', 'looked', 'opening', 'funneling', 'uses', 'check', 'spare', 'waling', 'removed', 'welcoming', 'dodged', 'wanted', 'isn', 'be', 'turned', 'spent', 'goes', 'do', 'continuing', 'say', 'going', 'smell', 'lacks', 'opens', 'realized', 'sounds', 'happen', 're', 'access', 'playing', 'dip', 'revive', 'assist', 'make', 'cost', 'runs', 'views', 'used', 'starting', 'coming', 'driving', 'seeing', 'find', 'crossing', 'transformed', 'clear', 'descending', 'clicking', 'led', 'dismount', 'connecting', 'being', 'turn', 'adjust', 'eat', 'get', 'tried', 'noticed', 'looking', 'duplicating', 'extended', 'leads', 'realise', 'take', 'accommodate', 'opened', 'using', 'starts', 'lit', 'reopens', 'ride', 'thought', 'send', 'stroll', 'letting', 'strolling', 'needs', '’s', 'give', 'injured', 'entered', 'delineates', 'catch', 'working', 'needed', 'allowed', 'missing']"
cyclist,walkway,['considered']
bike,ramp,"['completed', 'finished', 'experience']"
bus,crossing,"['parking', 'is', 'found', '’s', 'parked', 'left', 'dealing', 'stops', 'come', 'park', 'blocking', 'noticed', 'be', 'taking', 'been', 'weren', 'am', 'screamed', 'slowed', 'need', 'stop', 'prioritize', 'coming', 'doing', 'walk', 'hit', 'isn', 'causes']"
city,tunnel,"['approves', 'saved', 'having', 'learn', 'expect', 'think', 'raped', 'needs', 'getting', 'are', 'start']"
pedestrian,navigation,"['enables', 'work', 'keeps', 'using', 'do', 'maps', 'aiding', 'heading', 'was', 'got', 'shut', 'is', 'talk', 'live', 'walking', 'have', 'has', 'guiding', 'found', 'walk', 'rival', 'go', 'forgot', 'say']"
driver,walker,"['crossing', 'gets', 'walks', 'had', 'killed', 'stayed', 'wearing', 'wasn', 'blame', 're', 'charged', 'am', 'blamed']"
transportation,automobile,"['wheeled', 'said']"
traffic,entrance,"['stuck', 'avoid', 'congested', 'get', 'be', 'serves', 'affected', 'stay', 'hit']"
tourist,path,"['hit', 'being']"
pedestrian,ped,"['struck', 'happened', 'looked', 'held', 'assigned', 'transported', 'transport', 'suffering', 'shooting', 'requesting', 'closed', 'has', 'requested', 'discuss', 'provide', 'had', 'notified', 'is', 'going', 'says', 'hit', 'cross', 'reporting', 'knocked', 'request', 'get', 'supported', 'packaged', 'painted', 'xmas', 'became', 'injured', 'was', 'say', 'are', 'learn', 'come', 'planning', 'pinned', 'yielding', 'turns', 'go', 'suck', 'cancel', 'ing', 'does', 'know', 'heading', 'ems', 'injuried', 'have']"
entrance,ramp,['rename']
vehicle,path,"['entered', 'make', 'drove', 'take', 'been', 'help', 'injured', 'act']"
woman,wheelchair,"['parked', 'charged']"
accident,footbridge,"['reduced', 'supporting', 'using', 'need', 'use', 'hit']"
pedestrian,bystander,"['recorded', 'told', 'take', 'appeared', 'stepping', 'evading', 'fleeing', 'walking', 'use', 'released', 'agree', 'sued', 'shot', 'tweeting', 'taken', 'be', 'did', 'run', 'is', 'halted', 'film', 'injure', 'remains', 'help', 'report', 'end', 'flagged', 'killed', 'was']"
cyclist,campus,['follow']
parking,pavement,"['afford', 'reverse', 'mount', 'puts', 'ignore', 'drive', 'crossing', 'bound', 'standing', 'taken', 'parked', 'walk', 'get', 'do', '’s', 'photographed']"
pedestrian,overpass,"['is', 'failing', 'use', 'be', 'was', 'go', 'falls', 'creeped', 'killed', 'gyuy', 'jumped', 'eliminate', 'exist', 'seeing', 'create', 'are', 'takes', 'checking', 'jumping', 'didn', 'doing', 'get', 'blocked', 'wanted', 'struck', 'connected', 'designed', 'add', 'reach', 'crossing', 'expect', 'waiting', 'reopened', 'think', 'ban', 'hiking', 'ramp', 'build', 'using', 'thank', 'see', 'schedule', 'call', 'remove', 'stop', 'injured', 'been', 'building', 'mean', 'built', 'opened', 'crying', 'cro', 'gloat', 'hit', 'need', 'save', 'flashing', 'dod', 'mcfarland', 'reappears', 'meeting', 'have', 'found', 'promised', 'feeding', 'include', 'disciplined', 'separated', 'dun', 'playing', 'take', 'won', 'done', 'controlled', 'headed', 'coming', 'catch', 'say', 'falling', 'looking', 'walk', 'mount', 'involving', 'eyeing', 're', 'seems', 'try', 'proceed', 'happened', 'run', 'tear', 'planned', 'help', 'define', 'pretending', 'lingering', 'happen', 'put', 'cost']"
intersection,crossing,"['shared', 'cry', 'have', 'switch', 'energized', 'using', 'replacing', 'is', 'run', 'ran', 'do', 'be', 'closed', 'bend', 'hoping', 'turning', 'constitute', 'lacking', 'signalized', 'cross', 'covers', 'imagine']"
road,pathway,"['is', 'get', 'give', 'make', 'cross', 'required', 'banning', 'crossing', 'provided', 'happens', 'argue', 'see']"
lane,lights,"['allows', 'tome', 'hack', 'get', 'love', 'becomes', 'centred', 'foresee', 'coming', 'go', 'interact', 'promote', 'buena']"
road,junctions,"['revealed', 'designed', 'cross', 'count', 'own', 'care', 'are']"
walkway,exit,['is']
street,shopping,"['is', '’s', 'depends', 'covered', 'shopping', 'nanjing', 'walking', 'done', 'becomes']"
bus,underpass,"['ploughs', 'looking', 'killing', 'plunges', 'crashes', 'reported', 'crashed', 'killed', 'trending', 'read', 'been']"
parking,stop,"['tried', 'falls']"
driver,front,"['are', 'got', 'passing', 'have', 'stop', 'running', 'observe', 'parked', '’s', 'walk', 'glanced', 'walking', 'trumps', 'dare', 'be', 'joins', 'walks', 'standing', 'see', 'end']"
street,crossing,"['crowding', 'kept', 'turn', 'be', 'run', 'added', 'need', 'create', 'hunts', 'loaded', 'songlines', 'crossing', 'going', 'working', 'die', 'coming', 'rd']"
road,walking,"['is', 'disincentivising', 'turning', 'put', 'causes']"
gate,path,['blocks']
lane,crossing,"['stop', 'help', 'endangers', 'separated', 'miss', 'letting', 'cross', 'improve', '’s', 'assisted', 'transforming', 'does', 'decided']"
walking,neighborhoods,"['look', 'occur', 'is']"
pedestrian,esplanade,"['killed', 'hit', 'going', 'diverted', 'knocked', 'identified', 'do', 'conveyed', 'according', 'added', 'sitting', 'is', 'picking', 'transported', 'give', 'get', 'proposed']"
bike,carriage,['share']
pedestrian,westbound,"['blocked', 'struck', 'closed', 'mt', 'is', 'hit', 'involving', 'passing', 'according', 'investigating', 'walking', 'queuing', 'leaving', 'pretoria', 'expect', 'seeing', 'killed', 'call', 'rerouted', 'shuts', 'backing', 'check', 'have', 'reported', 'blvd']"
driver,loop,"['hit', 'injured']"
bicycle,path,"['encountering', 'turn', 'take', 'maintain', 'shared', 'open', 'guess']"
parking,ramp,"['blocking', 'belong', 'obstructing', 'authorized', 'stop', 'stopped', 'expired', 'see', 'covered', 'displayed', 'display', 'stopping', 'standing', 'drove', 'posted']"
pedestrian,stroller,"['’re', 'riding', 'retting', 'blinded', 'dies', 'pushing', 'driving', 'injured', 'extricated', 'hit', 'improve', 'living', 'buy', 'imagine', 'crossed', '’s', 'struck', 'navigate', 'carry', 'forfeit', 'explain', 'shakes', 'allow', 'considered', 'forget', 'killed', 'jogging', 'pulled', 'knocked', 'start', 'run', 'crossing', 'recieves', 'play', 'is', 'clipped', 'coming', 'mention', 'says', 'go', 'navigating', 'was', 'thinking', 'block', 'walk', 'know', 'related', 'happens', 'cross', 'do']"
woman,highway,"['passing', 'killed', 'identified', 'crossing', 'struck', 'hit', 'moving']"
pedestrian,exit,"['walking', 'killed', 'detoured', 'help', 'struck', 'finish', 'lead', 'developing', 'diverted', 'invest', 'let', 'walk', 'be', 'westbound', 'crossing', 'coming', 'are', 'taken', 'started', 'ih', 'approaching', 'requested', 'according', 'walks', 'select', 'made', 'is', 'spur', 'blocked', 'complain', 'tuned', 'died', 'slowing', 'queuing', 'reported', 'knocked', 'thumbing', 'makes', 'cope', 'hit', 'view', 'closed', 'grew', 'cross', 'caused', 'heading', 'impact', 'closes', 'leaves', 'was', 'see', 'dressed', 'injured', 'locked', 'stop', 'lenasia', 'speedway', 'fondren', 'blvd', 'identified', 'transported', 'signposted', 'meet', 'lit', 'win', 'nr', 'pinned', 'expect']"
street,trail,"['happens', 'thank', 'serves', 'trawling', 'include', 'overcrossing']"
pedestrian,trail,"['crossing', 'killed', 'is', 'prioritize', 'struck', 'closed', 'include', 'injured', 'placed', 'check', 'takes', 'constructed', 'investigating', 'spread', 'take', 'threatening', 'repaired', 'according', 'understand', 'tie', 'overcrossing', 'hit', 'reflect', 'connect', 'opens', 'shut', 'moving', 'join', 'be', 'carried', 'appreciate', 'exists', 'marked', 'saw', 'are', 'add', 'connects', 'were', 'investigates', 'laid', 'set', 'come', 'get', 'suffers', 'given', 'died', 'blocked', 'link', 'lit', 'access', 'relaxing', 'closes', 'support', 'coming', 'walking', 'improving', 'was', 'requires', 'evolve', 'shouting', 'say', 'enjoy', 'dies', 'sprout', 'turned', 'concerning', 'visit', 'start', 'scramble', 'passing', 'find', 'open', 'fix', 'blame', 'reported', 'plowed', 'sizes', 'complete', 'has', 'reopen', 'using', 'bow', 'paving', 'biking', 'rd', 'know', 'backed', 'run', 'cock', 'lengthens', 'learn', 'look', 'close', 'involves', 'don']"
pedestrian,deck,"['having', 'happening', 'expect', 'nearing', 'is', 'added', 'crossing', 'walking', 'closed', 'iced', 'opened', 'get', 'made', 'throttled', 'feel', 'be', 'working', 'built', 'was', 'watching', 'proposed', 'drive', 'pee', 'go', 'left', 'put', 'find', 'see', 'hits', 'installed', 'looks', 'lit', 'throwing', 'hear', 'add', 'been']"
footbridge,crossing,"['assessed', 'authorized', 'try', 'changed']"
woman,overpass,"['driving', 'walking']"
car,crossing,"['learned', 'navigating', 'stop', 'blocking', 'let', 'getting', 'thank', 'happens', 'cut', 'closed', 'waiting', 'giving', 'knocked', 'parked', 'crashes', 'reduce', 'standing', 'waving', 'obey', 'asshole', 'controlled', 'hits', 'crossing', 'help', 'towed', 'jumping', 'passing', 'kills', 'avoided', 'driving', 'terrifying', 'crossed', 'stood', 'crashed', 'checking', 'appreciated', 'jump', 'go', 'heading', 'goes', 'block', 'leaping', 'going', 'stops', 'designated', 'reversed']"
pedestrian,hov,"['swear', 'called', 'was', 'killed', 'are', 'look']"
pedestrian,fare,"['deserve', 'be', 'lost', 'doing', 'avoid', 'based', 'was', 'do', 'look', 'get', 'go', 'being', 'ruin']"
driver,lights,"['sentenced', 'has', 'is', 'attacked', 'get', 'looks', 'killed', 'work', 'stopped', 'flashing', 'was', 'left', 'got', 'walked', 'replaced', 'fuck', 'understands', 've', 'hits', 'driven', 'inherit', 'running', 'crashes']"
rail,underpass,['guided']
tree,crossing,"['was', 'leave', 'created', 'build']"
man,connection,"['killed', 'say', 'arrested', 'files', 'read', 'run', 'injured', 'charged', 'suffered', 'quoting', 'driven', 'following', 'suspected', 'said', 'left', 'hit', 'being', 'involving', 'crossing', 'questioned', 'lay']"
bike,path,"['surrounding', 'is', 'existing', 'include', 'remain', 'build', 'connects', 'forgotten', 'walk', 'injured', 'be', '’s', 'walking', 'ride', 'provides', 'motorized', 'dividing', 'improve', 'connecting', 'crossing', 'arise', 'checked', 'know', 'strolling', 'see', 'took', 'approved', 'circulate', 'shared', 'supercede', 'biking', 'stretches', 'are', 'open', 'create', 'waiting', 'finishing', 'joins', 'separate', 'become', 'shout', 'add', 'richmond', 'completed', 'ridden', 'go', 'hailing', 'adding']"
construction,ramp,"['begin', 'travel', 'connecting', 'use']"
man,underpass,"['investigated', 'found', 'taken', 'sleeping', 'emerging']"
route,square,['walk']
car,ride,"['spill', 'relaying', 'stops']"
city,trail,"['breaks', 'extends', 'paint', 'evolve', 'going', 'unveils', 'span', 'see', 'provides', 'build', 'curbed', 'needed', 'connects']"
parking,egress,['planted']
woman,connection,"['occurred', 'stabbing', 'run', 'helping', 'crossing', 'turned', 'said', 'coming', 'injured', 'killed']"
accident,eastbound,"['involving', 'reopens', 'blocked', 'closed', 'approaching', 'struck', 'avoid']"
road,path,"['speeding', 'is', 'ask', 'share', 'forcing', 'turn', 'shared', 'go', 'wait', 'designed', 'sit', 'said', 'cut', 'taking', 'crossing', 'closed', 'blocking']"
bicycle,ride,"['take', 'walk', 'do', 'said', 'spotted', 'learn', 'needs']"
mile,trail,"['make', 'runs', 'is', 'existing']"
man,crossing,"['robbing', 'own', 'used', 'drives', 'feels', 'humming', 'pulling', 'mind', 'completed', 'enjoy', 'killed', 'blocking', 'fell', 'painting', 'running', 'hit', 'breaks', 'obstructing', 'knocked', 'crossed', 'urges', 'cross', 'rushed', 'is', 'working', 'see', 'stop', 'causing', 'hurt', 'reprimand', 'laughing', 'walking', 'struck', 'going']"
traffic,exit,"['blocking', 'avoid', 'killed', 'alt', 'involving', 'allowed', 'walking', 'closed', 'diverted', 'blocked', 'is', 'turn', 'crossing', 'backed', 'come', 'detoured', 'stacked']"
vehicle,trail,"['is', 'crash', 'open']"
city,promenade,"['turned', 'supporting', 'develop', 'announces', 'set']"
woman,skateboard,['robbed']
tunnel,carriageway,['expect']
pedestrian,northbound,"['struck', 'closed', 'is', 'investigating', 'expect', 'killed', 'pat', 'blocked', 'queuing']"
space,path,"['are', 'shared', 'used', 'use']"
traffic,frontage,['reported']
bus,wheelchair,"['reported', 'was', 'hit', 'calming']"
bus,skywalk,"['have', 'take', 'is', 'cross']"
ramp,crossing,['crossing']
woman,ride,"['killed', 'was', 'bounced', 'stick']"
pedestrian,carriage,"['struck', 'running', 'are', 'were', 'allow', 'prefer', 'is', 'walking', 'do']"
pedestrian,stop,"['ride', 'investigating', 'struck', 'injured', 'is', 'needed', 'hit', 'detained', 'walk', 'didn', 'approaching', 'supposed', 'repaired', 'have', 'killing', 'standing', 'passing', 'was', 'crossing', 'laying', 'walked', 'pray', 'fallen', 'dislike', 'cross', 'wait', 'killed', 'leaping', 'feel', 'toppled', 'plow', 'come', 'injure', 'turning', 'walking', 'written', 'notice', 'threatening', 'apply', 'sound', 'mowed', 'rent', 'proposed', 'go', 'hoping', 'driven', 'vail', 'stays', 'fix']"
bike,line,"['connect', 'shared']"
construction,pathway,"['begins', 'make', 'connects', 'repair', 'funded']"
street,escalator,['enclosed']
city,distance,"['be', 'rolling']"
roundabout,crossing,"['defeats', 'goes', 'is', 'cont', 'park', 'drives']"
pedestrian,distance,"['knocked', 'see', 'be', 'died', 'don', 'working', 'struck', 'walking', 'identifies', 'crossing', 'go', 'dragged', 'explained', 'are', 'going', 'exposing', 'was', 'stops', 'extending', 'know', 'turning', 'include', 'reduced', 'told', 'retained', 'following', 'looking', 'stay', 'talking', 'doing', 'done', 'find', 'popping', 'have', 'ranked', 'passing', 'is', 'walk', 'halt', 'throw', 'make', 'charged', 'cross', 'gauge', 'gain', 'glowing', 'walked', 'says', 'used', 'underestimate', 'stopping', 'blvd', 'condoning', 'am', 'keep', 'hunted', 'look', 'looked', 'open', 'avoid', 'put', 'miss', 'living', 'taken', 'follow', 'completing', 'give', 'being', 'run', 'shot', 'locate', 'need', 'get', 'keeping', 'attract']"
pedestrian,asphalt,"['shared', 'paving', 'installed', 'walking', 'footplant', 'express', 'repair', 'require', 'giving']"
street,thoroughfare,"['mixing', 'transformed', 'see', 'feature', 'scrapped', 'find', 'hit', 'blocking', 'be', 'is', 'goes']"
stroll,path,"['is', 'walk']"
city,stroller,"['do', 'designing', 'expect']"
pedestrian,stoplight,"['go', 'used', 'complain', 'does', 'driving', 'nagchachinese', 'be', 'signed', 'cross', 'is', 'crossing', 'say', 'follow', 'need', 'pla', 'add', 'walking', 'going', 'do', 'stopped', 'hit', 'overheard', 'was', 'happen', 'makes', 'eating', 'abiding', 'enlighten', 'corrected', 'ran', 'clenched', 'im', 'thrash', 'live', 'needs', 'stop', 'installing', 'fuck', 'punched', 'turn']"
city,precinct,"['develop', 'has', 'unveils', 'seemly']"
city,path,"['do', 'look', 'according', 'be', 'learn', 'paints', 'interconnected', 'is', 'closed', 'celebrated', 'folded', 'convert', 'connect', 'build']"
block,ride,"['exhibiting', 'happens']"
pedestrian,pathway,"['compares', 'follow', 'connecting', 'looks', 'approved', 'lying', 'tripping', 'driving', 'splash', 'shaded', 'works', 'close', 'walking', 'staring', 'separated', 'crossing', 'aligned', 'turns', 'shared', 'adding', 'prioritize', 'breaking', 'closed', 'installed', 'let', 'extend', 'is', 'won', 'evicted', 'exposed', 'support', 'uploaded', 'making', 'walks', 'poo', 'assaulted', 'implementing', 'go', 'foaming', 'blocking', 'have', 'invested', 'learn', 'block', 'been', 'are', 'make', 'pooled', 'were', 'stop', 'blowing', 'destroyed', 'loving', 'gtfo', 'need', 'obstructing', 'encroaching', 'thank', 'following', 'neighbouring', 'growing', 'sues', 'reach', 'resolved', 'give', 'impacted', 'moved', 'cross', 'ask', 'celebrate', 'fuck', 'love', 'park', 'slowed', 'walk', 'use', 'needed', 'drive', 'hanging', 'forewarned', 'hang', 'eroding', 'existing', 'look', 'allowed', 'developing', 'report', 'attacked', 'creates', 'lifting', 'headed', 'bullied', 'cleared', 'see', 'find', 'fly', 'designed', 'happened', 'priyadarshini']"
cyclist,precinct,"['riding', 'bollocking', 'seemed', 'had']"
foot,trail,"['approved', 'ez', 'replaced', 'suspended']"
traffic,navigation,"['pulled', 'switch']"
walking,pathway,"['was', 'ride']"
traffic,crossing,"['passing', 'approaching', 'occupying', 'notice', 'is', 'calming', 'broken', 'improve', 'go', 'stop', 'note', 'breach', 'lights', 'be', 'required', 'are', 'was', 'invest', 'changing', 'embedded', 'have', 'take', 'hit', 'see', 'submit', 'cross', 'clearing', 'looks', 'crossing', 'add', 'watch', 'going', 'causing', 'james', 'killed', 'backed', 'combat', 'working', 'turn', 'allow', 'knows', 'create']"
westbound,overpass,['closed']
loop,crossing,"['match', 'tests', 'watched', 'working', 'test']"
pedestrian,frontage,"['struck', 'cross', 'access', 'read', 'scaled', 'closed', 'killed', 'blocked', 'walking', 'is']"
path,stroller,['pushing']
downtown,square,"['be', 'is', 'clog']"
city,square,"['transforming', 'breaks', 'wins', 'designing', 'remember']"
pedestrian,interchange,"['killed', 'prompting', 'hit', 'knocked', 'is', 'drive', 'removed', 'backed', 'closed', 'affecting', 'open', 'diverging', 'add', 'wounded', 'walking', 'talking', 'inthemorning', 'needed', 'injured', 'transform', 'installed', 'clear', 'cross', 'struck', 'heading', 'run', 'looked', 'was', 'ruled', 'be', 'walk', 'wedged', 'looking', 'hope', 'implemented', 'say', 'has', 'fell', 'jump', 'hitting', 'avoid', 'reported', 'transported', 'catch', 'pronounced', 'crossing', 'compensated', 'opens']"
car,fence,"['calming', 'struck', 'crashed', 'landed', 'allowed', 'protect', 'ended', 'thank', 'killing', 'crashing', 'foiled']"
avenue,thoroughfare,"['become', 'converted', 'watching']"
road,campus,"['is', 'closed']"
woman,crossing,"['died', 'knocked', 'blocks', 'stop', 'run', 'hit', 'jailed', 'helped', 'struck', 'running', 'ran', 'dashing', 'survived', 'stopped', '’s', 'killed', 'came', 'cross', 'travel', 'walk', 'hits', 'crashed', 'wins']"
lane,thoroughfare,['make']
gate,exit,"['use', 'tell', 'allow']"
crossing,exit,"['be', 'walk']"
pedestrian,footway,"['parked', 'occur', 'sue', 'terminate', 'cross', 'crossing', 'take', 'demonstrated', 'keeping', 'caused', 'isn', 'keep', 'be', 'abandoned', 'look', 'reinstated', 'focusing', 'classed', 'are']"
city,deck,"['vote', 'linking']"
street,precinct,"['is', 'remember', 'wasted', 'changed']"
pedestrian,alleyway,"['host', 'planned', 'finds', 'was', 'driving', 'noticed', 'dropping']"
pedestrian,thoroughfare,"['riding', 'was', 'feel', 'chosen', 'crossing', 'declared', 'use', 'cut', 'transform', 'remains', 'done', 'happened', 'turns', 'wish', 'cross', 'see', 'blocking', 'need', 'find', 'dismount', 'takes', 'lands', 'concerned', 'are', 'go', 'make', 'being', 'stopped', 'climb', 'create', 'requiring', 'amble', 'have', 'walking', 'barreling', 'be', 'live', 'say']"
safety,speeding,['raising']
traffic,interchange,"['killed', 'returning', 'expect', 'affect', 'hit', 'reducing', '’s']"
city,bollard,['remove']
traffic,traveler,['hindered']
bus,stop,"['cutting', 'shared', 'accommodate', 'relocated', 'drive', 'ban', 'shove', 'is', 'check', 'change', 'started', 'am', 'hope', 'wait', 'struck', 'hits', 'are', 'get', 'splited', 'put', 'consider', 'ended', 'redirected', 'navigate', 'delay', 'hit']"
pedestrian,bollard,"['directed', 'forced', 'allow', 'hit', 'pay', 'is', 'had', 'has', 'approached', 'build', 'drive', 'shared', 'flying', 'acquired']"
bike,subway,['spend']
pedestrian,eastbound,"['closed', 'killed', 'turns', 'hit', 'expect', 'take', 'is', 'divert', 'struck', 'blocked', 'affected', 'allow', 'detoured', 'notified', 'knocked', 'are', 'backed', 'queuing', 'reopened', 'threatens', 'francis', 'walking', 'investigating', 'watch', 'closes', 'travelling', 'shuts']"
driver,overpass,"['charged', 'killed', 'got']"
tunnel,overpass,['is']
driver,square,"['arrested', 'went']"
vehicle,fence,"['pronounce', 'ended', 'boo']"
highway,interchange,"['plant', 'closed']"
pathway,fence,['crushed']
way,precinct,['are']
link,stop,"['crosswalk', 'sign']"
ramp,stop,"['using', 'is']"
tree,amenity,['affected']
man,thoroughfare,"['love', 'go']"
car,amenity,['existing']
driver,precinct,['escorted']
city,overpass,"['hop', 'skybridge', 'study', 'faces', 'seeks', 'removing', 'manila', 'getting']"
woman,fence,"['stuck', 'put']"
man,drunk,['killing']
bridge,deck,"['is', 'remain', 'goes', 'replaced']"
construction,fence,"['stay', 'see', 'blocked']"
bus,bollard,"['drive', 'put']"
mile,interchange,['separated']
tree,thoroughfare,"['built', 'refusing']"
alley,frontage,['make']
parking,passer,['according']
sight,overpass,"['be', 'came']"
construction,overpass,"['begin', 'link', 'begins', 'according', 'removed', 'help']"
woman,boardwalk,"['drove', 'accused']"
vehicle,boardwalk,['run']
pedestrian,passer,"['reach', 'change', 'related', 'walking', 'make']"
city,passageway,"['reflecting', 'located']"
parking,thoroughfare,['have']
road,interurban,['being']
shopping,precinct,"['let', 'is', 'upgrade', 'be', 'has']"
bus,fare,"['putting', 'been']"
